username, test-sequence, test-image, modality, time-milliseconds
acicak, data/test-sequence-4.txt, data/pictures/2.png, single-hand-zoom,74444
acicak, data/test-sequence-4.txt, data/pictures/3.png, single-hand-zoom,117072
acicak, data/test-sequence-4.txt, data/pictures/4.png, single-hand-zoom,95694
acicak, data/test-sequence-4.txt, data/pictures/5.png, multi-hand-zoom,131408
acicak, data/test-sequence-4.txt, data/pictures/6.png, multi-hand-zoom,104150
acicak, data/test-sequence-4.txt, data/pictures/5.png, single-hand-zoom,116989
acicak, data/test-sequence-4.txt, data/pictures/6.png, single-hand-zoom,142663
acicak, data/test-sequence-4.txt, data/pictures/3.png, multi-hand-zoom,98475
acicak, data/test-sequence-4.txt, data/pictures/4.png, multi-hand-zoom,99715
acicak, data/test-sequence-4.txt, data/pictures/1.png, multi-hand-zoom,69659
acicak, data/test-sequence-4.txt, data/pictures/2.png, multi-hand-zoom,47365
avucemil, data/test-sequence-5.txt, data/pictures/3.png, single-hand-zoom,74628
avucemil, data/test-sequence-5.txt, data/pictures/4.png, single-hand-zoom,66085
avucemil, data/test-sequence-5.txt, data/pictures/5.png, single-hand-zoom,119193
avucemil, data/test-sequence-5.txt, data/pictures/6.png, single-hand-zoom,87547
avucemil, data/test-sequence-5.txt, data/pictures/1.png, single-hand-zoom,42333
avucemil, data/test-sequence-5.txt, data/pictures/2.png, single-hand-zoom,33759
avucemil, data/test-sequence-5.txt, data/pictures/1.png, multi-hand-zoom,36000
avucemil, data/test-sequence-5.txt, data/pictures/2.png, multi-hand-zoom,41504
avucemil, data/test-sequence-5.txt, data/pictures/5.png, multi-hand-zoom,96924
avucemil, data/test-sequence-5.txt, data/pictures/6.png, multi-hand-zoom,79454
avucemil, data/test-sequence-5.txt, data/pictures/3.png, multi-hand-zoom,62748
avucemil, data/test-sequence-5.txt, data/pictures/4.png, multi-hand-zoom,72295
bmaricevic, data/test-sequence-6.txt, data/pictures/5.png, single-hand-zoom,152771
bmaricevic, data/test-sequence-6.txt, data/pictures/6.png, single-hand-zoom,130311
bmaricevic, data/test-sequence-6.txt, data/pictures/1.png, multi-hand-zoom,67764
bmaricevic, data/test-sequence-6.txt, data/pictures/2.png, multi-hand-zoom,54456
bmaricevic, data/test-sequence-6.txt, data/pictures/3.png, single-hand-zoom,87115
bmaricevic, data/test-sequence-6.txt, data/pictures/4.png, single-hand-zoom,90865
bmaricevic, data/test-sequence-6.txt, data/pictures/3.png, multi-hand-zoom,83710
bmaricevic, data/test-sequence-6.txt, data/pictures/4.png, multi-hand-zoom,99191
bmaricevic, data/test-sequence-6.txt, data/pictures/1.png, single-hand-zoom,60494
bmaricevic, data/test-sequence-6.txt, data/pictures/2.png, single-hand-zoom,61654
bmaricevic, data/test-sequence-6.txt, data/pictures/5.png, multi-hand-zoom,119276
bmaricevic, data/test-sequence-6.txt, data/pictures/6.png, multi-hand-zoom,92218
amaricevic, data/test-sequence-1.txt, data/pictures/1.png, multi-hand-zoom,43728
amaricevic, data/test-sequence-1.txt, data/pictures/2.png, multi-hand-zoom,40048
amaricevic, data/test-sequence-1.txt, data/pictures/3.png, multi-hand-zoom,83461
amaricevic, data/test-sequence-1.txt, data/pictures/4.png, multi-hand-zoom,76693
amaricevic, data/test-sequence-1.txt, data/pictures/5.png, single-hand-zoom,99118
amaricevic, data/test-sequence-1.txt, data/pictures/6.png, single-hand-zoom,85904
amaricevic, data/test-sequence-1.txt, data/pictures/5.png, multi-hand-zoom,93566
amaricevic, data/test-sequence-1.txt, data/pictures/6.png, multi-hand-zoom,90319
amaricevic, data/test-sequence-1.txt, data/pictures/3.png, single-hand-zoom,68448
amaricevic, data/test-sequence-1.txt, data/pictures/4.png, single-hand-zoom,60258
amaricevic, data/test-sequence-1.txt, data/pictures/1.png, single-hand-zoom,35824
amaricevic, data/test-sequence-1.txt, data/pictures/2.png, single-hand-zoom,37538
fpilepic, data/test-sequence-2.txt, data/pictures/3.png, multi-hand-zoom,94157
fpilepic, data/test-sequence-2.txt, data/pictures/4.png, multi-hand-zoom,89237
fpilepic, data/test-sequence-2.txt, data/pictures/5.png, multi-hand-zoom,132013
fpilepic, data/test-sequence-2.txt, data/pictures/6.png, multi-hand-zoom,107511
fpilepic, data/test-sequence-2.txt, data/pictures/1.png, multi-hand-zoom,41765
fpilepic, data/test-sequence-2.txt, data/pictures/2.png, multi-hand-zoom,46543
fpilepic, data/test-sequence-2.txt, data/pictures/1.png, single-hand-zoom,51505
fpilepic, data/test-sequence-2.txt, data/pictures/2.png, single-hand-zoom,27413
fpilepic, data/test-sequence-2.txt, data/pictures/5.png, single-hand-zoom,86506
fpilepic, data/test-sequence-2.txt, data/pictures/6.png, single-hand-zoom,101098
fpilepic, data/test-sequence-2.txt, data/pictures/3.png, single-hand-zoom,70105
fpilepic, data/test-sequence-2.txt, data/pictures/4.png, single-hand-zoom,65282
vsalamon, data/test-sequence-3.txt, data/pictures/5.png, multi-hand-zoom,109856
vsalamon, data/test-sequence-3.txt, data/pictures/6.png, multi-hand-zoom,121309
vsalamon, data/test-sequence-3.txt, data/pictures/1.png, single-hand-zoom,33361
vsalamon, data/test-sequence-3.txt, data/pictures/2.png, single-hand-zoom,42525
vsalamon, data/test-sequence-3.txt, data/pictures/3.png, multi-hand-zoom,55339
vsalamon, data/test-sequence-3.txt, data/pictures/4.png, multi-hand-zoom,81359
vsalamon, data/test-sequence-3.txt, data/pictures/3.png, single-hand-zoom,59989
vsalamon, data/test-sequence-3.txt, data/pictures/4.png, single-hand-zoom,58896
vsalamon, data/test-sequence-3.txt, data/pictures/1.png, multi-hand-zoom,43748
vsalamon, data/test-sequence-3.txt, data/pictures/2.png, multi-hand-zoom,36555
vsalamon, data/test-sequence-3.txt, data/pictures/5.png, single-hand-zoom,95550
vsalamon, data/test-sequence-3.txt, data/pictures/6.png, single-hand-zoom,80649
dsilic, data/test-sequence-4.txt, data/pictures/1.png, single-hand-zoom,59194
dsilic, data/test-sequence-4.txt, data/pictures/2.png, single-hand-zoom,31556
dsilic, data/test-sequence-4.txt, data/pictures/3.png, single-hand-zoom,51533
dsilic, data/test-sequence-4.txt, data/pictures/4.png, single-hand-zoom,49078
dsilic, data/test-sequence-4.txt, data/pictures/5.png, multi-hand-zoom,73231
dsilic, data/test-sequence-4.txt, data/pictures/6.png, multi-hand-zoom,64807
dsilic, data/test-sequence-4.txt, data/pictures/5.png, single-hand-zoom,61555
dsilic, data/test-sequence-4.txt, data/pictures/6.png, single-hand-zoom,61765
dsilic, data/test-sequence-4.txt, data/pictures/3.png, multi-hand-zoom,48702
dsilic, data/test-sequence-4.txt, data/pictures/4.png, multi-hand-zoom,50964
dsilic, data/test-sequence-4.txt, data/pictures/1.png, multi-hand-zoom,29649
dsilic, data/test-sequence-4.txt, data/pictures/2.png, multi-hand-zoom,26018
lbibic, data/test-sequence-5.txt, data/pictures/3.png, single-hand-zoom,91717
lbibic, data/test-sequence-5.txt, data/pictures/4.png, single-hand-zoom,44423
lbibic, data/test-sequence-5.txt, data/pictures/5.png, single-hand-zoom,111387
lbibic, data/test-sequence-5.txt, data/pictures/6.png, single-hand-zoom,113119
lbibic, data/test-sequence-5.txt, data/pictures/1.png, single-hand-zoom,41661
lbibic, data/test-sequence-5.txt, data/pictures/2.png, single-hand-zoom,42778
lbibic, data/test-sequence-5.txt, data/pictures/1.png, multi-hand-zoom,52270
lbibic, data/test-sequence-5.txt, data/pictures/2.png, multi-hand-zoom,37586
lbibic, data/test-sequence-5.txt, data/pictures/5.png, multi-hand-zoom,119692
lbibic, data/test-sequence-5.txt, data/pictures/6.png, multi-hand-zoom,115110
lbibic, data/test-sequence-5.txt, data/pictures/3.png, multi-hand-zoom,116007
lbibic, data/test-sequence-5.txt, data/pictures/4.png, multi-hand-zoom,93584
dbaricevic, data/test-sequence-6.txt, data/pictures/5.png, single-hand-zoom,121977
dbaricevic, data/test-sequence-6.txt, data/pictures/6.png, single-hand-zoom,106137
dbaricevic, data/test-sequence-6.txt, data/pictures/1.png, multi-hand-zoom,53613
dbaricevic, data/test-sequence-6.txt, data/pictures/2.png, multi-hand-zoom,43030
dbaricevic, data/test-sequence-6.txt, data/pictures/3.png, single-hand-zoom,86102
dbaricevic, data/test-sequence-6.txt, data/pictures/4.png, single-hand-zoom,72020
dbaricevic, data/test-sequence-6.txt, data/pictures/3.png, multi-hand-zoom,94560
dbaricevic, data/test-sequence-6.txt, data/pictures/4.png, multi-hand-zoom,68732
dbaricevic, data/test-sequence-6.txt, data/pictures/1.png, single-hand-zoom,41482
dbaricevic, data/test-sequence-6.txt, data/pictures/2.png, single-hand-zoom,36793
dbaricevic, data/test-sequence-6.txt, data/pictures/5.png, multi-hand-zoom,93596
dbaricevic, data/test-sequence-6.txt, data/pictures/6.png, multi-hand-zoom,94808
lribicic, data/test-sequence-1.txt, data/pictures/1.png, multi-hand-zoom,46915
lribicic, data/test-sequence-1.txt, data/pictures/2.png, multi-hand-zoom,60600
lribicic, data/test-sequence-1.txt, data/pictures/3.png, multi-hand-zoom,106852
lribicic, data/test-sequence-1.txt, data/pictures/4.png, multi-hand-zoom,113435
lribicic, data/test-sequence-1.txt, data/pictures/5.png, single-hand-zoom,106473
lribicic, data/test-sequence-1.txt, data/pictures/6.png, single-hand-zoom,95175
lribicic, data/test-sequence-1.txt, data/pictures/5.png, multi-hand-zoom,109828
lribicic, data/test-sequence-1.txt, data/pictures/6.png, multi-hand-zoom,89792
lribicic, data/test-sequence-1.txt, data/pictures/3.png, single-hand-zoom,59364
lribicic, data/test-sequence-1.txt, data/pictures/4.png, single-hand-zoom,61665
lribicic, data/test-sequence-1.txt, data/pictures/1.png, single-hand-zoom,39410
lribicic, data/test-sequence-1.txt, data/pictures/2.png, single-hand-zoom,51320
fnikolaus, data/test-sequence-2.txt, data/pictures/3.png, multi-hand-zoom,106054
fnikolaus, data/test-sequence-2.txt, data/pictures/4.png, multi-hand-zoom,104413
fnikolaus, data/test-sequence-2.txt, data/pictures/5.png, multi-hand-zoom,115790
fnikolaus, data/test-sequence-2.txt, data/pictures/6.png, multi-hand-zoom,121348
fnikolaus, data/test-sequence-2.txt, data/pictures/1.png, multi-hand-zoom,87274
fnikolaus, data/test-sequence-2.txt, data/pictures/2.png, multi-hand-zoom,64115
fnikolaus, data/test-sequence-2.txt, data/pictures/1.png, single-hand-zoom,47472
fnikolaus, data/test-sequence-2.txt, data/pictures/2.png, single-hand-zoom,42407
fnikolaus, data/test-sequence-2.txt, data/pictures/5.png, single-hand-zoom,105624
fnikolaus, data/test-sequence-2.txt, data/pictures/6.png, single-hand-zoom,111809
fnikolaus, data/test-sequence-2.txt, data/pictures/3.png, single-hand-zoom,99715
fnikolaus, data/test-sequence-2.txt, data/pictures/4.png, single-hand-zoom,67144
gdiklic, data/test-sequence-3.txt, data/pictures/5.png, multi-hand-zoom,89360
gdiklic, data/test-sequence-3.txt, data/pictures/6.png, multi-hand-zoom,93424
gdiklic, data/test-sequence-3.txt, data/pictures/1.png, single-hand-zoom,39537
gdiklic, data/test-sequence-3.txt, data/pictures/2.png, single-hand-zoom,44186
gdiklic, data/test-sequence-3.txt, data/pictures/3.png, multi-hand-zoom,68225
gdiklic, data/test-sequence-3.txt, data/pictures/4.png, multi-hand-zoom,64770
gdiklic, data/test-sequence-3.txt, data/pictures/3.png, single-hand-zoom,45604
gdiklic, data/test-sequence-3.txt, data/pictures/4.png, single-hand-zoom,44717
gdiklic, data/test-sequence-3.txt, data/pictures/1.png, multi-hand-zoom,31200
gdiklic, data/test-sequence-3.txt, data/pictures/2.png, multi-hand-zoom,32465
gdiklic, data/test-sequence-3.txt, data/pictures/5.png, single-hand-zoom,68079
gdiklic, data/test-sequence-3.txt, data/pictures/6.png, single-hand-zoom,63522
sljubic, data/test-sequence-4.txt, data/pictures/1.png, single-hand-zoom,54662
sljubic, data/test-sequence-4.txt, data/pictures/2.png, single-hand-zoom,37773
sljubic, data/test-sequence-4.txt, data/pictures/3.png, single-hand-zoom,63742
sljubic, data/test-sequence-4.txt, data/pictures/4.png, single-hand-zoom,79727
sljubic, data/test-sequence-4.txt, data/pictures/5.png, multi-hand-zoom,79727
sljubic, data/test-sequence-4.txt, data/pictures/6.png, multi-hand-zoom,81424
sljubic, data/test-sequence-4.txt, data/pictures/5.png, single-hand-zoom,64767
sljubic, data/test-sequence-4.txt, data/pictures/6.png, single-hand-zoom,63449
sljubic, data/test-sequence-4.txt, data/pictures/3.png, multi-hand-zoom,143539
sljubic, data/test-sequence-4.txt, data/pictures/4.png, multi-hand-zoom,54175
sljubic, data/test-sequence-4.txt, data/pictures/1.png, multi-hand-zoom,31832
sljubic, data/test-sequence-4.txt, data/pictures/2.png, multi-hand-zoom,35641
bbres, data/test-sequence-5.txt, data/pictures/3.png, single-hand-zoom,91692
bbres, data/test-sequence-5.txt, data/pictures/4.png, single-hand-zoom,89368
bbres, data/test-sequence-5.txt, data/pictures/5.png, single-hand-zoom,118019
bbres, data/test-sequence-5.txt, data/pictures/6.png, single-hand-zoom,90635
bbres, data/test-sequence-5.txt, data/pictures/1.png, single-hand-zoom,47647
bbres, data/test-sequence-5.txt, data/pictures/2.png, single-hand-zoom,37117
bbres, data/test-sequence-5.txt, data/pictures/1.png, multi-hand-zoom,34797
bbres, data/test-sequence-5.txt, data/pictures/2.png, multi-hand-zoom,34304
bbres, data/test-sequence-5.txt, data/pictures/5.png, multi-hand-zoom,81384
bbres, data/test-sequence-5.txt, data/pictures/6.png, multi-hand-zoom,75396
bbres, data/test-sequence-5.txt, data/pictures/3.png, multi-hand-zoom,58698
bbres, data/test-sequence-5.txt, data/pictures/4.png, multi-hand-zoom,56679
dmcondric, data/test-sequence-6.txt, data/pictures/5.png, single-hand-zoom,71595
dmcondric, data/test-sequence-6.txt, data/pictures/6.png, single-hand-zoom,61045
dmcondric, data/test-sequence-6.txt, data/pictures/1.png, multi-hand-zoom,30572
dmcondric, data/test-sequence-6.txt, data/pictures/2.png, multi-hand-zoom,32909
dmcondric, data/test-sequence-6.txt, data/pictures/3.png, single-hand-zoom,41085
dmcondric, data/test-sequence-6.txt, data/pictures/4.png, single-hand-zoom,49570
dmcondric, data/test-sequence-6.txt, data/pictures/3.png, multi-hand-zoom,63067
dmcondric, data/test-sequence-6.txt, data/pictures/4.png, multi-hand-zoom,71299
dmcondric, data/test-sequence-6.txt, data/pictures/1.png, single-hand-zoom,29666
dmcondric, data/test-sequence-6.txt, data/pictures/2.png, single-hand-zoom,27523
dmcondric, data/test-sequence-6.txt, data/pictures/5.png, multi-hand-zoom,81238
dmcondric, data/test-sequence-6.txt, data/pictures/6.png, multi-hand-zoom,63635
kgraf, data/test-sequence-1.txt, data/pictures/1.png, multi-hand-zoom,56620
kgraf, data/test-sequence-1.txt, data/pictures/2.png, multi-hand-zoom,53015
kgraf, data/test-sequence-1.txt, data/pictures/3.png, multi-hand-zoom,69371
kgraf, data/test-sequence-1.txt, data/pictures/4.png, multi-hand-zoom,86953
kgraf, data/test-sequence-1.txt, data/pictures/5.png, single-hand-zoom,90139
kgraf, data/test-sequence-1.txt, data/pictures/6.png, single-hand-zoom,71857
kgraf, data/test-sequence-1.txt, data/pictures/5.png, multi-hand-zoom,100352
kgraf, data/test-sequence-1.txt, data/pictures/6.png, multi-hand-zoom,104289
kgraf, data/test-sequence-1.txt, data/pictures/3.png, single-hand-zoom,68731
kgraf, data/test-sequence-1.txt, data/pictures/4.png, single-hand-zoom,65955
kgraf, data/test-sequence-1.txt, data/pictures/1.png, single-hand-zoom,38716
kgraf, data/test-sequence-1.txt, data/pictures/2.png, single-hand-zoom,40256
alivojevic, data/test-sequence-2.txt, data/pictures/3.png, multi-hand-zoom,104658
alivojevic, data/test-sequence-2.txt, data/pictures/4.png, multi-hand-zoom,71161
alivojevic, data/test-sequence-2.txt, data/pictures/5.png, multi-hand-zoom,88885
alivojevic, data/test-sequence-2.txt, data/pictures/6.png, multi-hand-zoom,100796
alivojevic, data/test-sequence-2.txt, data/pictures/1.png, multi-hand-zoom,39598
alivojevic, data/test-sequence-2.txt, data/pictures/2.png, multi-hand-zoom,43230
alivojevic, data/test-sequence-2.txt, data/pictures/1.png, single-hand-zoom,38288
alivojevic, data/test-sequence-2.txt, data/pictures/2.png, single-hand-zoom,43814
alivojevic, data/test-sequence-2.txt, data/pictures/5.png, single-hand-zoom,87504
alivojevic, data/test-sequence-2.txt, data/pictures/6.png, single-hand-zoom,82126
alivojevic, data/test-sequence-2.txt, data/pictures/3.png, single-hand-zoom,57462
alivojevic, data/test-sequence-2.txt, data/pictures/4.png, single-hand-zoom,59959
vljubobratovic, data/test-sequence-3.txt, data/pictures/5.png, multi-hand-zoom,176187
vljubobratovic, data/test-sequence-3.txt, data/pictures/6.png, multi-hand-zoom,116670
vljubobratovic, data/test-sequence-3.txt, data/pictures/1.png, single-hand-zoom,52167
vljubobratovic, data/test-sequence-3.txt, data/pictures/2.png, single-hand-zoom,42607
vljubobratovic, data/test-sequence-3.txt, data/pictures/3.png, multi-hand-zoom,81263
vljubobratovic, data/test-sequence-3.txt, data/pictures/4.png, multi-hand-zoom,66080
vljubobratovic, data/test-sequence-3.txt, data/pictures/3.png, single-hand-zoom,67249
vljubobratovic, data/test-sequence-3.txt, data/pictures/4.png, single-hand-zoom,67838
vljubobratovic, data/test-sequence-3.txt, data/pictures/1.png, multi-hand-zoom,37571
vljubobratovic, data/test-sequence-3.txt, data/pictures/2.png, multi-hand-zoom,45464
vljubobratovic, data/test-sequence-3.txt, data/pictures/5.png, single-hand-zoom,104855
vljubobratovic, data/test-sequence-3.txt, data/pictures/6.png, single-hand-zoom,64477
msindija, data/test-sequence-4.txt, data/pictures/1.png, single-hand-zoom,49507
msindija, data/test-sequence-4.txt, data/pictures/2.png, single-hand-zoom,37490
msindija, data/test-sequence-4.txt, data/pictures/3.png, single-hand-zoom,53873
msindija, data/test-sequence-4.txt, data/pictures/4.png, single-hand-zoom,45048
msindija, data/test-sequence-4.txt, data/pictures/5.png, multi-hand-zoom,74352
msindija, data/test-sequence-4.txt, data/pictures/6.png, multi-hand-zoom,75592
msindija, data/test-sequence-4.txt, data/pictures/5.png, single-hand-zoom,69145
msindija, data/test-sequence-4.txt, data/pictures/6.png, single-hand-zoom,68240
msindija, data/test-sequence-4.txt, data/pictures/3.png, multi-hand-zoom,52499
msindija, data/test-sequence-4.txt, data/pictures/4.png, multi-hand-zoom,51656
msindija, data/test-sequence-4.txt, data/pictures/1.png, multi-hand-zoom,23922
msindija, data/test-sequence-4.txt, data/pictures/2.png, multi-hand-zoom,31627
rstrbac, data/test-sequence-5.txt, data/pictures/3.png, single-hand-zoom,71400
rstrbac, data/test-sequence-5.txt, data/pictures/4.png, single-hand-zoom,78995
rstrbac, data/test-sequence-5.txt, data/pictures/5.png, single-hand-zoom,89315
rstrbac, data/test-sequence-5.txt, data/pictures/6.png, single-hand-zoom,82155
rstrbac, data/test-sequence-5.txt, data/pictures/1.png, single-hand-zoom,38102
rstrbac, data/test-sequence-5.txt, data/pictures/2.png, single-hand-zoom,46527
rstrbac, data/test-sequence-5.txt, data/pictures/1.png, multi-hand-zoom,34946
rstrbac, data/test-sequence-5.txt, data/pictures/2.png, multi-hand-zoom,39860
rstrbac, data/test-sequence-5.txt, data/pictures/5.png, multi-hand-zoom,92395
rstrbac, data/test-sequence-5.txt, data/pictures/6.png, multi-hand-zoom,78180
rstrbac, data/test-sequence-5.txt, data/pictures/3.png, multi-hand-zoom,55831
rstrbac, data/test-sequence-5.txt, data/pictures/4.png, multi-hand-zoom,52871
lzuzic, data/test-sequence-6.txt, data/pictures/5.png, single-hand-zoom,180545
lzuzic, data/test-sequence-6.txt, data/pictures/6.png, single-hand-zoom,139206
lzuzic, data/test-sequence-6.txt, data/pictures/1.png, multi-hand-zoom,75128
lzuzic, data/test-sequence-6.txt, data/pictures/2.png, multi-hand-zoom,49979
lzuzic, data/test-sequence-6.txt, data/pictures/3.png, single-hand-zoom,93364
lzuzic, data/test-sequence-6.txt, data/pictures/4.png, single-hand-zoom,81447
lzuzic, data/test-sequence-6.txt, data/pictures/3.png, multi-hand-zoom,96792
lzuzic, data/test-sequence-6.txt, data/pictures/4.png, multi-hand-zoom,120554
lzuzic, data/test-sequence-6.txt, data/pictures/1.png, single-hand-zoom,48223
lzuzic, data/test-sequence-6.txt, data/pictures/2.png, single-hand-zoom,40383
lzuzic, data/test-sequence-6.txt, data/pictures/5.png, multi-hand-zoom,103761
lzuzic, data/test-sequence-6.txt, data/pictures/6.png, multi-hand-zoom,100780
plicul, data/test-sequence-1.txt, data/pictures/1.png, multi-hand-zoom,39648
plicul, data/test-sequence-1.txt, data/pictures/2.png, multi-hand-zoom,30834
plicul, data/test-sequence-1.txt, data/pictures/3.png, multi-hand-zoom,71673
plicul, data/test-sequence-1.txt, data/pictures/4.png, multi-hand-zoom,73155
plicul, data/test-sequence-1.txt, data/pictures/5.png, single-hand-zoom,85148
plicul, data/test-sequence-1.txt, data/pictures/6.png, single-hand-zoom,59727
plicul, data/test-sequence-1.txt, data/pictures/5.png, multi-hand-zoom,85575
plicul, data/test-sequence-1.txt, data/pictures/6.png, multi-hand-zoom,89429
plicul, data/test-sequence-1.txt, data/pictures/3.png, single-hand-zoom,59161
plicul, data/test-sequence-1.txt, data/pictures/4.png, single-hand-zoom,50199
plicul, data/test-sequence-1.txt, data/pictures/1.png, single-hand-zoom,35687
plicul, data/test-sequence-1.txt, data/pictures/2.png, single-hand-zoom,31136
tmarijanovic, data/test-sequence-2.txt, data/pictures/3.png, multi-hand-zoom,55183
tmarijanovic, data/test-sequence-2.txt, data/pictures/4.png, multi-hand-zoom,86458
tmarijanovic, data/test-sequence-2.txt, data/pictures/5.png, multi-hand-zoom,75871
tmarijanovic, data/test-sequence-2.txt, data/pictures/6.png, multi-hand-zoom,74872
tmarijanovic, data/test-sequence-2.txt, data/pictures/1.png, multi-hand-zoom,35586
tmarijanovic, data/test-sequence-2.txt, data/pictures/2.png, multi-hand-zoom,36477
tmarijanovic, data/test-sequence-2.txt, data/pictures/1.png, single-hand-zoom,26372
tmarijanovic, data/test-sequence-2.txt, data/pictures/2.png, single-hand-zoom,31096
tmarijanovic, data/test-sequence-2.txt, data/pictures/5.png, single-hand-zoom,66936
tmarijanovic, data/test-sequence-2.txt, data/pictures/6.png, single-hand-zoom,56512
tmarijanovic, data/test-sequence-2.txt, data/pictures/3.png, single-hand-zoom,41000
tmarijanovic, data/test-sequence-2.txt, data/pictures/4.png, single-hand-zoom,44277
tnegulic, data/test-sequence-3.txt, data/pictures/5.png, multi-hand-zoom,99011
tnegulic, data/test-sequence-3.txt, data/pictures/6.png, multi-hand-zoom,77282
tnegulic, data/test-sequence-3.txt, data/pictures/1.png, single-hand-zoom,30783
tnegulic, data/test-sequence-3.txt, data/pictures/2.png, single-hand-zoom,30616
tnegulic, data/test-sequence-3.txt, data/pictures/3.png, multi-hand-zoom,62875
tnegulic, data/test-sequence-3.txt, data/pictures/4.png, multi-hand-zoom,53933
tnegulic, data/test-sequence-3.txt, data/pictures/3.png, single-hand-zoom,49311
tnegulic, data/test-sequence-3.txt, data/pictures/4.png, single-hand-zoom,42077
tnegulic, data/test-sequence-3.txt, data/pictures/1.png, multi-hand-zoom,31702
tnegulic, data/test-sequence-3.txt, data/pictures/2.png, multi-hand-zoom,30639
tnegulic, data/test-sequence-3.txt, data/pictures/5.png, single-hand-zoom,65948
tnegulic, data/test-sequence-3.txt, data/pictures/6.png, single-hand-zoom,69505
dbarac, data/test-sequence-4.txt, data/pictures/1.png, single-hand-zoom,29615
dbarac, data/test-sequence-4.txt, data/pictures/2.png, single-hand-zoom,39130
dbarac, data/test-sequence-4.txt, data/pictures/3.png, single-hand-zoom,96188
dbarac, data/test-sequence-4.txt, data/pictures/4.png, single-hand-zoom,63717
dbarac, data/test-sequence-4.txt, data/pictures/5.png, multi-hand-zoom,78727
dbarac, data/test-sequence-4.txt, data/pictures/6.png, multi-hand-zoom,86763
dbarac, data/test-sequence-4.txt, data/pictures/5.png, single-hand-zoom,83473
dbarac, data/test-sequence-4.txt, data/pictures/6.png, single-hand-zoom,72614
dbarac, data/test-sequence-4.txt, data/pictures/3.png, multi-hand-zoom,70549
dbarac, data/test-sequence-4.txt, data/pictures/4.png, multi-hand-zoom,53968
dbarac, data/test-sequence-4.txt, data/pictures/1.png, multi-hand-zoom,27494
dbarac, data/test-sequence-4.txt, data/pictures/2.png, multi-hand-zoom,28407
sboca, data/test-sequence-5.txt, data/pictures/3.png, single-hand-zoom,67384
sboca, data/test-sequence-5.txt, data/pictures/4.png, single-hand-zoom,61604
